Time,Temperature (C),Temperature (F),Humidity
7/8/2025 11:06,21.5,70.7,62.8
7/8/2025 11:07,21.5,70.6,62.9
7/8/2025 11:08,21.5,70.6,62.8
7/8/2025 11:09,21.4,70.5,62.9
7/8/2025 11:10,21.4,70.5,63
7/8/2025 11:11,21.4,70.5,62.9
7/8/2025 11:12,21.4,70.5,62.9
7/8/2025 11:13,21.4,70.5,63
7/8/2025 11:14,21.4,70.5,63
7/8/2025 11:15,21.4,70.5,63
7/8/2025 11:16,21.4,70.5,63.1
7/8/2025 11:17,21.4,70.5,63.1
7/8/2025 11:18,21.4,70.5,63.1
7/8/2025 11:19,21.4,70.4,63.1
7/8/2025 11:20,21.4,70.4,63.1
7/8/2025 11:21,21.4,70.5,63.1
7/8/2025 11:22,21.4,70.4,63.2
7/8/2025 11:23,21.4,70.5,63.2
7/8/2025 11:24,21.4,70.4,63.2
7/8/2025 11:25,21.3,70.4,63.2
7/8/2025 11:26,21.4,70.5,63.2
7/8/2025 11:27,21.3,70.4,63.2
7/8/2025 11:28,21.4,70.4,63.2
7/8/2025 11:29,21.3,70.3,63.3
7/8/2025 11:30,21.3,70.4,63.2
7/8/2025 11:31,21.3,70.3,63.3
7/8/2025 11:32,21.3,70.4,63.3
7/8/2025 11:33,21.3,70.3,63.3
7/8/2025 11:34,21.3,70.4,63.3
7/8/2025 11:35,21.3,70.4,63.4
7/8/2025 11:36,21.3,70.3,63.5
7/8/2025 11:37,21.3,70.4,63.6
7/8/2025 11:38,21.3,70.3,63.5
7/8/2025 11:39,21.3,70.4,63.5
7/8/2025 11:40,21.4,70.4,63.5
7/8/2025 11:41,21.3,70.4,63.5
7/8/2025 11:42,21.3,70.3,63.5
7/8/2025 11:43,21.3,70.3,63.5
7/8/2025 11:44,21.3,70.4,63.5
7/8/2025 11:45,21.3,70.4,63.6
7/8/2025 11:46,21.3,70.3,63.5
7/8/2025 11:47,21.4,70.4,63.5
7/8/2025 11:48,21.3,70.3,63.5
7/8/2025 11:49,21.3,70.3,63.5
7/8/2025 11:50,21.3,70.4,63.5
7/8/2025 11:51,21.3,70.4,63.6
7/8/2025 11:52,21.3,70.3,63.6
7/8/2025 11:53,21.3,70.3,63.6
7/8/2025 11:54,21.2,70.2,63.6
7/8/2025 11:55,21.3,70.3,63.6
7/8/2025 11:56,21.3,70.3,63.7
7/8/2025 11:57,21.3,70.3,63.7
7/8/2025 11:58,21.3,70.3,63.7
7/8/2025 11:59,21.3,70.3,63.7
7/8/2025 12:00,21.3,70.3,63.7
7/8/2025 12:01,21.3,70.3,63.7
7/8/2025 12:02,21.3,70.3,63.8
7/8/2025 12:03,21.2,70.2,63.8
7/8/2025 12:04,21.3,70.3,63.8
7/8/2025 12:05,21.3,70.3,63.8
7/8/2025 12:06,21.3,70.3,63.9
7/8/2025 12:07,21.2,70.2,63.8
7/8/2025 12:08,21.2,70.2,64
7/8/2025 12:09,21.2,70.2,63.9
7/8/2025 12:10,21.3,70.3,63.9
7/8/2025 12:11,21.2,70.2,64
7/8/2025 12:12,21.2,70.2,63.9
7/8/2025 12:13,21.2,70.2,64
7/8/2025 12:14,21.2,70.1,64
7/8/2025 12:15,21.2,70.1,64
7/8/2025 12:16,21.2,70.2,64
7/8/2025 12:17,21.2,70.2,64.1
7/8/2025 12:18,21.3,70.3,64.1
7/8/2025 12:19,21.2,70.2,64.1
7/8/2025 12:20,21.2,70.2,64
7/8/2025 12:21,21.3,70.3,64.1
7/8/2025 12:22,21.2,70.2,64.1
7/8/2025 12:23,21.2,70.2,64.1
7/8/2025 12:24,21.2,70.2,64.2
7/8/2025 12:25,21.2,70.1,64.2
7/8/2025 12:26,21.2,70.2,64.3
7/8/2025 12:27,21.2,70.2,64.2
7/8/2025 12:28,21.2,70.1,64.2
7/8/2025 12:29,21.2,70.1,64.3
7/8/2025 12:30,21.2,70.1,64.3
7/8/2025 12:31,21.2,70.2,64.3
7/8/2025 12:32,21.2,70.2,64.3
7/8/2025 12:33,21.2,70.2,64.3
7/8/2025 12:34,21.2,70.2,64.3
7/8/2025 12:35,21.2,70.2,64.3
7/8/2025 12:36,21.2,70.1,64.3
7/8/2025 12:37,21.2,70.2,64.3
7/8/2025 12:38,21.2,70.1,64.3
7/8/2025 12:39,21.2,70.1,64.5
7/8/2025 12:40,21.2,70.1,64.4
7/8/2025 12:41,21.2,70.1,64.5
7/8/2025 12:42,21.2,70.1,64.5
7/8/2025 12:43,21.2,70.2,64.5
7/8/2025 12:44,21.2,70.1,64.5
7/8/2025 12:45,21.2,70.1,64.5
7/8/2025 12:46,21.1,70.1,64.5
7/8/2025 12:47,21.2,70.2,64.5
7/8/2025 12:48,21.1,70,64.5
7/8/2025 12:49,21.2,70.1,64.6
7/8/2025 12:50,21.2,70.1,64.6
7/8/2025 12:51,21.1,70.1,64.7
7/8/2025 12:52,21.1,70,64.7
7/8/2025 12:53,21.2,70.1,64.7
7/8/2025 12:54,21.1,70,64.6
7/8/2025 12:55,21.1,70.1,64.6
7/8/2025 12:56,21.1,70,64.7
7/8/2025 12:57,21.2,70.1,64.8
7/8/2025 12:58,21.1,70,64.7
7/8/2025 12:59,21.1,70,64.8
7/8/2025 13:00,21.2,70.1,64.8
7/8/2025 13:01,21.1,70.1,64.8
7/8/2025 13:02,21.2,70.1,64.8
7/8/2025 13:03,21.2,70.1,64.8
7/8/2025 13:04,21.2,70.2,64.8
7/8/2025 13:05,21.1,70.1,64.8
7/8/2025 13:06,21.1,70.1,64.8
7/8/2025 13:07,21.2,70.1,64.9
7/8/2025 13:08,21.2,70.1,64.8
7/8/2025 13:09,21.1,70,64.9
7/8/2025 13:10,21.2,70.1,64.9
7/8/2025 13:11,21.1,70.1,64.9
7/8/2025 13:12,21.2,70.1,64.8
7/8/2025 13:13,21.2,70.1,64.9
7/8/2025 13:14,21.2,70.1,64.8
7/8/2025 13:15,21.2,70.1,64.7
7/8/2025 13:16,21.1,70.1,64.8
7/8/2025 13:17,21.1,70.1,64.8
7/8/2025 13:18,21.2,70.1,64.8
7/8/2025 13:19,21.2,70.1,64.7
7/8/2025 13:20,21.2,70.1,64.7
7/8/2025 13:21,21.2,70.2,64.7
7/8/2025 13:22,21.2,70.1,64.8
7/8/2025 13:23,21.2,70.1,64.7
7/8/2025 13:24,21.2,70.1,64.7
7/8/2025 13:25,21.2,70.1,64.7
7/8/2025 13:26,21.1,70.1,64.7
7/8/2025 13:27,21.2,70.1,64.6
7/8/2025 13:28,21.2,70.2,64.7
7/8/2025 13:29,21.2,70.1,64.7
7/8/2025 13:30,21.2,70.1,64.7
7/8/2025 13:31,21.2,70.1,64.6
7/8/2025 13:32,21.1,70,64.6
7/8/2025 13:33,21.2,70.1,64.7
7/8/2025 13:34,21.2,70.2,64.6
7/8/2025 13:35,21.2,70.1,64.6
7/8/2025 13:36,21.2,70.2,64.6
7/8/2025 13:37,21.2,70.1,64.5
7/8/2025 13:38,21.1,70.1,64.6
7/8/2025 13:39,21.2,70.1,64.6
7/8/2025 13:40,21.2,70.1,64.5
7/8/2025 13:41,21.2,70.1,64.6
7/8/2025 13:42,21.1,70,64.6
7/8/2025 13:43,21.2,70.1,64.6
7/8/2025 13:44,21.1,70.1,64.6
7/8/2025 13:45,21.2,70.1,64.6
7/8/2025 13:46,21.1,70.1,64.6
7/8/2025 13:47,21.2,70.1,64.6
7/8/2025 13:48,21.1,70.1,64.5
7/8/2025 13:49,21.2,70.1,64.6
7/8/2025 13:50,21.1,70,64.6
7/8/2025 13:51,21.2,70.1,64.5
7/8/2025 13:52,21.1,70.1,64.6
7/8/2025 13:53,21.1,70.1,64.6
7/8/2025 13:54,21.2,70.1,64.6
7/8/2025 13:55,21.2,70.1,64.6
7/8/2025 13:56,21.2,70.1,64.6
7/8/2025 13:57,21.2,70.2,64.6
7/8/2025 13:58,21.1,70.1,64.6
7/8/2025 13:59,21.2,70.2,64.6
7/8/2025 14:00,21.2,70.1,64.6
7/8/2025 14:01,21.2,70.1,64.6
7/8/2025 14:02,21.1,70.1,64.6
7/8/2025 14:03,21.1,70.1,64.6
7/8/2025 14:04,21.2,70.1,64.5
7/8/2025 14:05,21.2,70.1,64.5
7/8/2025 14:06,21.1,70.1,64.6
7/8/2025 14:07,21.1,70.1,64.5
7/8/2025 14:08,21.2,70.1,64.6
7/8/2025 14:09,21.2,70.1,64.5
7/8/2025 14:10,21.1,70,64.5
7/8/2025 14:11,21.2,70.1,64.6
7/8/2025 14:12,21.2,70.2,64.6
7/8/2025 14:13,21.2,70.1,64.6
7/8/2025 14:14,21.1,70,64.6
7/8/2025 14:15,21.2,70.1,64.6
7/8/2025 14:16,21.1,70,64.7
7/8/2025 14:17,21.1,70.1,64.6
7/8/2025 14:18,21.1,70.1,64.6
7/8/2025 14:19,21.2,70.1,64.6
7/8/2025 14:20,21.1,70.1,64.6
7/8/2025 14:21,21.1,70,64.6
7/8/2025 14:22,21.2,70.2,64.7
7/8/2025 14:23,21.1,70,64.6
7/8/2025 14:24,21.1,70.1,64.7
7/8/2025 14:25,21.1,70.1,64.6
7/8/2025 14:26,21.2,70.1,64.7
7/8/2025 14:27,21.2,70.1,64.7
7/8/2025 14:28,21.2,70.1,64.7
7/8/2025 14:29,21.1,70,64.7
7/8/2025 14:30,21.2,70.1,64.7
7/8/2025 14:31,21.2,70.1,64.8
7/8/2025 14:32,21.1,70.1,64.7
7/8/2025 14:33,21.2,70.1,64.8
7/8/2025 14:34,21.2,70.1,64.8
7/8/2025 14:35,21.1,70,64.8
7/8/2025 14:36,21.2,70.1,64.8
7/8/2025 14:37,21.2,70.1,64.9
7/8/2025 14:38,21.2,70.2,64.9
7/8/2025 14:39,21.2,70.1,64.9
7/8/2025 14:40,21.2,70.1,64.9
7/8/2025 14:41,21.2,70.2,64.9
7/8/2025 14:42,21.2,70.1,64.9
7/8/2025 14:43,21.2,70.1,64.9
7/8/2025 14:44,21.2,70.1,64.8
7/8/2025 14:45,21.2,70.1,64.9
7/8/2025 14:46,21.2,70.2,64.9
7/8/2025 14:47,21.2,70.2,64.9
7/8/2025 14:48,21.2,70.2,64.9
7/8/2025 14:49,21.2,70.1,64.8
7/8/2025 14:50,21.3,70.3,64.9
7/8/2025 14:51,21.2,70.2,64.9
7/8/2025 14:52,21.2,70.2,64.9
7/8/2025 14:53,21.2,70.2,64.9
7/8/2025 14:54,21.3,70.3,64.9
7/8/2025 14:55,21.2,70.1,64.8
7/8/2025 14:56,21.2,70.1,64.9
7/8/2025 14:57,21.2,70.1,64.9
7/8/2025 14:58,21.3,70.3,64.8
7/8/2025 14:59,21.2,70.2,64.9
7/8/2025 15:00,21.2,70.2,64.8
7/8/2025 15:01,21.2,70.1,64.8
7/8/2025 15:02,21.2,70.2,64.8
7/8/2025 15:03,21.2,70.1,64.9
7/8/2025 15:04,21.2,70.2,64.8
7/8/2025 15:05,21.2,70.2,64.9
7/8/2025 15:06,21.2,70.1,64.9
7/8/2025 15:07,21.2,70.2,64.8
7/8/2025 15:08,21.2,70.2,64.8
7/8/2025 15:09,21.2,70.2,64.8
7/8/2025 15:10,21.2,70.1,64.7
7/8/2025 15:11,21.2,70.2,64.7
7/8/2025 15:12,21.2,70.2,64.7
7/8/2025 15:13,21.2,70.2,64.7
7/8/2025 15:14,21.2,70.2,64.7
7/8/2025 15:15,21.2,70.2,64.7
7/8/2025 15:16,21.2,70.2,64.6
7/8/2025 15:17,21.2,70.2,64.6
7/8/2025 15:18,21.2,70.1,64.7
7/8/2025 15:19,21.2,70.2,64.7
7/8/2025 15:20,21.2,70.2,64.6
7/8/2025 15:21,21.2,70.1,64.6
7/8/2025 15:22,21.2,70.1,64.6
7/8/2025 15:23,21.2,70.2,64.7
7/8/2025 15:24,21.2,70.1,64.6
7/8/2025 15:25,21.2,70.1,64.6
7/8/2025 15:26,21.2,70.1,64.6
7/8/2025 15:27,21.2,70.1,64.6
7/8/2025 15:28,21.2,70.1,64.6
7/8/2025 15:29,21.2,70.1,64.6
7/8/2025 15:30,21.1,70.1,64.6
7/8/2025 15:31,21.2,70.1,64.5
7/8/2025 15:32,21.1,70.1,64.5
7/8/2025 15:33,21.1,70.1,64.4
